id,"X","city","area","rooms","bathroom","parking.spaces","floor","animal","furniture","hoa","rent.amount","property.tax","fire.insurance","total"
"5781",5780,1,55,1,2,1,"4","not acept","furnished","R$550","R$3,800","R$0","R$49","R$4,399"
"5782",5781,1,50,3,1,1,"4","not acept","not furnished","R$852","R$2,500","R$126","R$32","R$3,510"
"5783",5782,1,234,3,4,4,"3","acept","not furnished","R$3,746","R$5,000","R$1,210","R$64","R$10,020"
"5784",5783,1,40,1,1,0,"-","not acept","not furnished","R$0","R$900","R$25","R$14","R$939"
"5785",5784,1,30,1,1,0,"-","not acept","not furnished","R$0","R$1,850","R$167","R$28","R$2,045"
"5786",5785,1,35,1,1,0,"16","not acept","furnished","R$2,000","R$1,500","R$309","R$20","R$3,829"
"5787",5786,1,50,2,1,2,"-","acept","not furnished","R$0","R$1,550","R$221","R$24","R$1,795"
"5788",5787,1,31,1,1,0,"18","not acept","not furnished","R$350","R$1,500","R$60","R$20","R$1,930"
"5789",5788,1,68,1,1,1,"2","acept","not furnished","R$4,200","R$7,000","R$334","R$89","R$11,620"
"5790",5789,1,35,1,1,0,"-","acept","not furnished","R$120","R$1,300","R$39","R$17","R$1,476"
"5791",5790,1,50,1,1,0,"-","not acept","not furnished","R$0","R$880","R$17","R$14","R$911"
"5792",5791,1,167,3,4,2,"5","acept","not furnished","R$2,884","R$3,016","R$732","R$39","R$6,671"
"5793",5792,1,33,1,1,1,"1","not acept","furnished","R$1,512","R$1,464","R$313","R$19","R$3,308"
"5794",5793,1,40,1,1,0,"-","not acept","not furnished","R$0","R$1,200","R$100","R$19","R$1,319"
"5795",5794,1,172,4,4,3,"15","acept","furnished","R$1,650","R$8,800","R$890","R$112","R$11,450"
"5796",5795,1,50,1,1,0,"5","acept","furnished","R$415","R$2,000","R$73","R$26","R$2,514"
"5797",5796,1,68,2,2,1,"14","acept","not furnished","R$650","R$3,000","R$125","R$39","R$3,814"
"5798",5797,1,84,3,2,3,"8","not acept","not furnished","R$1,450","R$3,200","R$413","R$41","R$5,104"
"5799",5798,1,170,3,4,4,"6","acept","furnished","R$1,520","R$4,000","R$665","R$51","R$6,236"
"5800",5799,1,162,2,2,1,"13","acept","not furnished","R$1,804","R$5,500","R$545","R$70","R$7,919"
"5801",5800,1,330,3,6,5,"-","acept","furnished","R$0","R$7,100","R$0","R$107","R$7,207"
"5802",5801,1,180,3,3,2,"2","acept","not furnished","R$2,500","R$9,000","R$363","R$115","R$11,980"
"5803",5802,0,270,3,3,3,"1","acept","not furnished","R$2,500","R$7,220","R$560","R$92","R$10,370"
"5804",5803,1,154,4,3,3,"4","acept","not furnished","R$1,630","R$4,350","R$742","R$56","R$6,778"
"5805",5804,1,87,2,2,2,"15","acept","not furnished","R$722","R$3,800","R$282","R$28","R$4,832"
"5806",5805,1,50,1,2,1,"9","not acept","furnished","R$850","R$3,000","R$210","R$39","R$4,099"
"5807",5806,1,300,4,5,2,"-","acept","not furnished","R$0","R$4,200","R$250","R$64","R$4,514"
"5808",5807,0,70,2,2,1,"-","acept","not furnished","R$0","R$1,400","R$44","R$22","R$1,466"
"5809",5808,1,58,1,2,1,"1","not acept","furnished","R$830","R$4,800","R$130","R$61","R$5,821"
"5810",5809,1,250,4,5,3,"-","acept","not furnished","R$0","R$5,000","R$565","R$76","R$5,641"
"5811",5810,1,800,7,7,8,"-","acept","not furnished","R$0","R$9,000","R$3,000","R$136","R$12,140"
"5812",5811,1,55,3,1,1,"3","acept","not furnished","R$355","R$1,340","R$0","R$17","R$1,712"
"5813",5812,1,90,3,1,0,"13","acept","not furnished","R$785","R$1,600","R$0","R$21","R$2,406"
"5814",5813,1,335,4,6,4,"2","acept","furnished","R$3,500","R$4,500","R$0","R$58","R$8,058"
"5815",5814,1,250,3,4,3,"-","acept","not furnished","R$0","R$4,000","R$430","R$61","R$4,491"
"5816",5815,1,20,1,1,0,"5","acept","furnished","R$602","R$1,800","R$130","R$23","R$2,555"
"5817",5816,1,72,1,2,2,"17","not acept","furnished","R$1,958","R$5,100","R$342","R$65","R$7,465"
"5818",5817,1,20,1,1,0,"5","acept","furnished","R$602","R$1,800","R$130","R$23","R$2,555"
"5819",5818,1,73,1,1,0,"2","acept","not furnished","R$0","R$1,350","R$62","R$18","R$1,430"
"5820",5819,1,280,3,4,1,"-","acept","not furnished","R$1","R$3,700","R$100","R$56","R$3,857"
"5821",5820,1,141,3,3,1,"1","acept","furnished","R$1,798","R$4,300","R$372","R$55","R$6,525"
"5822",5821,1,180,3,4,4,"-","acept","furnished","R$0","R$4,700","R$2","R$71","R$4,773"
"5823",5822,1,380,3,4,2,"-","acept","not furnished","R$0","R$12,000","R$959","R$181","R$13,140"
"5824",5823,1,38,1,1,1,"3","acept","furnished","R$475","R$3,008","R$0","R$39","R$3,522"
"5825",5824,1,55,1,1,0,"-","not acept","not furnished","R$0","R$930","R$17","R$14","R$961"
"5826",5825,1,196,4,3,3,"13","not acept","not furnished","R$2,420","R$5,000","R$931","R$64","R$8,415"
"5827",5826,1,31,1,1,1,"7","not acept","furnished","R$300","R$1,739","R$0","R$13","R$2,052"
"5828",5827,1,320,5,5,3,"-","acept","furnished","R$320","R$8,000","R$267","R$121","R$8,708"
"5829",5828,1,60,2,2,1,"13","acept","not furnished","R$880","R$2,114","R$72","R$7","R$3,073"
"5830",5829,1,350,4,4,2,"-","acept","not furnished","R$0","R$10,000","R$500","R$151","R$10,650"
"5831",5830,1,136,3,3,1,"5","not acept","furnished","R$1,680","R$12,000","R$234","R$153","R$14,070"
"5832",5831,1,90,2,1,0,"1","acept","not furnished","R$0","R$1,400","R$142","R$18","R$1,560"
"5833",5832,1,230,3,4,1,"-","acept","not furnished","Sem info","R$7,000","R$167","R$106","R$7,273"
"5834",5833,1,40,1,1,0,"1","acept","not furnished","R$155","R$1,008","R$0","R$4","R$1,167"
"5835",5834,1,145,2,3,2,"16","acept","furnished","R$2,000","R$10,000","R$584","R$127","R$12,710"
"5836",5835,1,104,2,1,0,"-","acept","not furnished","R$0","R$1,600","R$234","R$16","R$1,850"
"5837",5836,0,78,3,2,1,"6","acept","not furnished","R$645","R$1,584","R$66","R$5","R$2,300"
"5838",5837,1,60,1,1,0,"10","not acept","not furnished","R$460","R$1,451","R$0","R$5","R$1,916"
"5839",5838,1,135,3,2,1,"4","acept","not furnished","R$1,378","R$3,290","R$279","R$42","R$4,989"
"5840",5839,0,48,1,1,1,"2","acept","furnished","R$505","R$1,600","R$59","R$21","R$2,185"
"5841",5840,1,18,1,1,0,"-","acept","not furnished","R$0","R$1,720","R$0","R$22","R$1,742"
"5842",5841,0,52,2,1,1,"8","acept","furnished","R$1,200","R$2,280","R$0","R$29","R$3,509"
"5843",5842,0,268,3,4,4,"-","acept","not furnished","R$790","R$3,500","R$509","R$53","R$4,852"
"5844",5843,1,70,2,2,0,"3","not acept","not furnished","R$260","R$2,280","R$92","R$29","R$2,661"
"5845",5844,1,41,1,1,1,"4","not acept","furnished","R$380","R$3,220","R$0","R$13","R$3,613"
"5846",5845,1,139,3,2,2,"1","not acept","not furnished","R$1,600","R$3,870","R$325","R$50","R$5,845"
"5847",5846,1,32,1,1,0,"18","acept","not furnished","R$330","R$1,200","R$100","R$16","R$1,646"
"5848",5847,1,25,1,1,0,"-","not acept","not furnished","R$469","R$1,210","R$0","R$14","R$1,693"
"5849",5848,1,23,1,1,0,"7","acept","furnished","R$430","R$1,800","R$0","R$23","R$2,253"
"5850",5849,1,93,3,2,2,"18","acept","furnished","R$900","R$4,020","R$125","R$51","R$5,096"
"5851",5850,1,72,2,1,1,"-","not acept","not furnished","R$0","R$1,740","R$0","R$27","R$1,767"
"5852",5851,0,48,1,1,1,"6","not acept","not furnished","R$565","R$736","R$0","R$10","R$1,311"
"5853",5852,1,120,2,1,1,"-","not acept","not furnished","Incluso","R$3,500","R$100","R$53","R$3,653"
"5854",5853,1,60,2,1,1,"5","not acept","not furnished","R$965","R$2,200","R$165","R$28","R$3,358"
"5855",5854,1,164,2,2,0,"9","acept","not furnished","R$1,300","R$3,763","R$262","R$15","R$5,340"
"5856",5855,1,185,4,5,4,"5","acept","not furnished","R$2,800","R$7,100","R$1,081","R$90","R$11,070"
"5857",5856,1,100,2,2,4,"-","acept","not furnished","Sem info","R$2,600","R$46","R$40","R$2,686"
"5858",5857,1,47,1,1,1,"6","acept","not furnished","R$756","R$2,250","R$114","R$29","R$3,149"
"5859",5858,1,350,3,2,4,"-","acept","not furnished","R$0","R$10,200","R$992","R$154","R$11,350"
"5860",5859,1,110,3,3,2,"6","acept","not furnished","R$980","R$5,300","R$333","R$68","R$6,681"
"5861",5860,0,104,3,1,0,"3","not acept","not furnished","R$600","R$700","R$69","R$9","R$1,378"
"5862",5861,1,800,5,4,6,"-","acept","furnished","R$0","R$12,000","R$459","R$181","R$12,640"
"5863",5862,0,70,1,1,1,"11","not acept","not furnished","R$365","R$1,200","R$40","R$16","R$1,621"
"5864",5863,1,92,2,1,0,"9","not acept","not furnished","R$935","R$1,889","R$0","R$24","R$2,848"
"5865",5864,1,500,4,2,8,"-","acept","not furnished","Sem info","R$13,050","R$1,042","R$197","R$14,290"
"5866",5865,1,33,1,1,1,"14","acept","furnished","R$600","R$2,800","R$112","R$36","R$3,548"
"5867",5866,1,70,3,2,0,"-","acept","not furnished","R$0","R$1,500","R$60","R$23","R$1,583"
"5868",5867,1,47,2,1,1,"1","not acept","not furnished","R$500","R$1,230","R$38","R$16","R$1,784"
"5869",5868,0,159,3,2,2,"1","acept","not furnished","R$1,000","R$2,500","R$334","R$32","R$3,866"
"5870",5869,0,160,3,1,4,"-","not acept","not furnished","R$0","R$3,400","R$135","R$52","R$3,587"
"5871",5870,1,110,2,2,1,"1","acept","not furnished","R$1,216","R$2,700","R$1,144","R$35","R$5,095"
"5872",5871,1,596,4,5,2,"-","acept","furnished","R$0","R$15,000","R$2,620","R$226","R$17,850"
"5873",5872,1,80,2,2,0,"-","acept","not furnished","R$0","R$2,000","R$459","R$31","R$2,490"
"5874",5873,1,60,2,2,1,"8","acept","not furnished","R$700","R$1,500","R$59","R$20","R$2,279"
"5875",5874,1,140,3,2,2,"-","acept","not furnished","Sem info","R$3,000","R$2,500","R$46","R$5,546"
"5876",5875,1,41,1,1,1,"1","acept","furnished","R$120","R$2,680","R$110","R$41","R$2,951"
"5877",5876,1,70,1,1,1,"-","not acept","not furnished","R$0","R$2,529","R$142","R$39","R$2,710"
"5878",5877,1,100,3,2,1,"8","not acept","not furnished","R$1,100","R$1,500","R$0","R$20","R$2,620"
"5879",5878,1,210,3,5,3,"12","acept","not furnished","R$2,654","R$8,000","R$940","R$102","R$11,700"
"5880",5879,1,183,4,4,3,"7","acept","not furnished","R$2,200","R$5,000","R$834","R$64","R$8,098"
"5881",5880,1,125,2,3,2,"10","acept","not furnished","R$1,899","R$7,200","R$293","R$92","R$9,484"
"5882",5881,1,350,2,4,8,"-","not acept","not furnished","R$0","R$3,300","R$450","R$50","R$3,800"
"5883",5882,1,116,3,2,1,"6","acept","not furnished","R$1,000","R$1,800","R$90","R$23","R$2,913"
"5884",5883,1,39,1,1,0,"8","acept","not furnished","R$330","R$1,250","R$19","R$16","R$1,615"
"5885",5884,1,63,2,2,1,"1","acept","furnished","R$720","R$3,300","R$0","R$45","R$4,065"
"5886",5885,0,52,1,1,1,"6","acept","not furnished","R$360","R$750","R$46","R$10","R$1,166"
"5887",5886,1,60,2,2,2,"-","acept","not furnished","R$165","R$1,950","R$67","R$30","R$2,212"
"5888",5887,1,160,4,4,3,"6","acept","furnished","R$1,646","R$4,700","R$750","R$60","R$7,156"
"5889",5888,1,70,2,1,1,"1","acept","not furnished","R$280","R$1,000","R$138","R$13","R$1,431"
"5890",5889,1,385,3,4,3,"-","acept","not furnished","R$0","R$9,000","R$1,500","R$136","R$10,640"
"5891",5890,1,350,3,6,4,"19","acept","not furnished","R$2,200","R$8,500","R$1,035","R$108","R$11,840"
"5892",5891,1,35,1,1,0,"-","acept","not furnished","R$0","R$1,100","R$30","R$14","R$1,144"
"5893",5892,1,250,4,3,3,"-","not acept","not furnished","Sem info","R$13,000","R$950","R$196","R$14,150"
"5894",5893,1,50,1,1,1,"6","acept","not furnished","R$1,205","R$4,500","R$251","R$58","R$6,014"
"5895",5894,1,500,4,5,8,"-","acept","not furnished","R$0","R$15,000","R$1,850","R$226","R$17,080"
"5896",5895,1,105,3,2,3,"4","acept","not furnished","R$1,100","R$2,530","R$428","R$33","R$4,091"
"5897",5896,0,96,3,3,2,"4","not acept","not furnished","R$590","R$4,147","R$243","R$53","R$5,033"
"5898",5897,1,210,3,5,3,"2","acept","furnished","R$1,900","R$3,800","R$0","R$49","R$5,749"
"5899",5898,1,113,2,2,1,"6","acept","not furnished","R$1,000","R$3,000","R$50","R$39","R$4,089"
"5900",5899,0,20,1,1,1,"8","acept","not furnished","R$407","R$900","R$29","R$12","R$1,348"
"5901",5900,1,110,3,2,1,"1","not acept","furnished","R$1,172","R$6,500","R$193","R$83","R$7,948"
"5902",5901,1,158,3,4,3,"5","not acept","furnished","R$1,950","R$12,000","R$738","R$153","R$14,840"
"5903",5902,1,350,4,5,4,"-","acept","furnished","R$4,300","R$11,000","R$1,042","R$166","R$16,510"
"5904",5903,1,200,2,2,2,"20","not acept","furnished","R$1,370","R$3,800","R$280","R$49","R$5,499"
"5905",5904,1,35,1,1,0,"2","acept","not furnished","R$0","R$1,450","R$0","R$19","R$1,469"
"5906",5905,0,80,3,2,2,"12","acept","not furnished","R$560","R$2,500","R$250","R$32","R$3,342"
"5907",5906,1,252,4,5,5,"18","acept","furnished","R$3,100","R$12,500","R$1,750","R$159","R$17,510"
"5908",5907,1,130,3,3,1,"6","acept","not furnished","R$1,390","R$4,200","R$257","R$54","R$5,901"
"5909",5908,1,105,3,2,2,"5","acept","not furnished","R$1,661","R$1,000","R$290","R$13","R$2,964"
"5910",5909,1,40,1,1,0,"-","acept","not furnished","R$0","R$850","R$34","R$13","R$897"
"5911",5910,1,343,4,4,4,"-","acept","not furnished","R$0","R$6,000","R$1,042","R$91","R$7,133"
"5912",5911,1,380,4,2,6,"-","acept","not furnished","R$0","R$9,800","R$525","R$148","R$10,470"
"5913",5912,1,161,3,5,3,"12","acept","not furnished","R$2,541","R$6,500","R$567","R$83","R$9,691"
"5914",5913,0,136,4,5,3,"6","acept","furnished","R$1,253","R$3,579","R$218","R$46","R$5,096"
"5915",5914,1,100,3,2,4,"-","acept","not furnished","R$0","R$3,880","R$255","R$59","R$4,194"
"5916",5915,1,85,2,2,0,"6","acept","furnished","R$470","R$5,800","R$42","R$74","R$6,386"
"5917",5916,1,200,3,4,3,"-","acept","not furnished","R$0","R$2,710","R$226","R$41","R$2,977"
"5918",5917,0,120,4,3,8,"-","acept","not furnished","R$0","R$4,500","R$500","R$68","R$5,068"
"5919",5918,1,320,4,4,0,"20","acept","not furnished","R$1,200","R$5,180","R$1,750","R$66","R$8,196"
"5920",5919,1,56,2,1,1,"11","acept","not furnished","R$766","R$2,000","R$23","R$26","R$2,815"
"5921",5920,1,59,2,1,1,"10","not acept","not furnished","R$746","R$1,700","R$100","R$22","R$2,568"
"5922",5921,1,68,3,2,1,"15","acept","not furnished","R$620","R$1,740","R$37","R$23","R$2,420"
"5923",5922,1,197,4,3,1,"3","acept","not furnished","R$2,640","R$2,800","R$514","R$36","R$5,990"
"5924",5923,1,80,2,2,1,"3","acept","not furnished","R$700","R$2,200","R$0","R$28","R$2,928"
"5925",5924,1,96,2,2,1,"2","acept","not furnished","R$900","R$3,000","R$81","R$39","R$4,020"
"5926",5925,1,303,3,3,4,"4","acept","furnished","R$4,911","R$10,250","R$2,470","R$130","R$17,760"
"5927",5926,1,55,1,1,1,"4","not acept","furnished","R$812","R$3,200","R$0","R$41","R$4,053"
"5928",5927,1,510,5,5,5,"-","not acept","furnished","R$0","R$10,000","R$2,317","R$151","R$12,470"
"5929",5928,1,220,4,3,3,"2","not acept","furnished","R$4,208","R$9,000","R$1,203","R$115","R$14,530"
"5930",5929,1,104,2,2,1,"6","not acept","furnished","R$1,100","R$4,000","R$10","R$51","R$5,161"
"5931",5930,1,63,3,1,1,"12","not acept","not furnished","R$364","R$1,679","R$83","R$22","R$2,148"
"5932",5931,1,128,4,5,1,"-","acept","not furnished","R$0","R$6,800","R$71","R$87","R$6,958"
"5933",5932,0,130,3,2,6,"-","acept","not furnished","R$0","R$2,200","R$182","R$34","R$2,416"
"5934",5933,1,56,1,1,0,"-","not acept","not furnished","R$0","R$1,200","R$48","R$19","R$1,267"
"5935",5934,1,20,1,1,0,"-","acept","furnished","R$602","R$1,800","R$130","R$23","R$2,555"
"5936",5935,1,35,1,1,1,"1","acept","not furnished","R$0","R$1,010","R$30","R$13","R$1,053"
"5937",5936,1,65,2,2,2,"13","acept","furnished","R$1,084","R$3,300","R$207","R$42","R$4,633"
"5938",5937,1,72,2,2,1,"1","acept","not furnished","R$742","R$2,330","R$0","R$30","R$3,102"
"5939",5938,1,20,1,1,0,"5","acept","furnished","R$602","R$1,800","R$130","R$23","R$2,555"
"5940",5939,0,180,2,1,0,"-","acept","not furnished","R$0","R$2,000","R$15","R$31","R$2,046"
"5941",5940,1,340,8,5,4,"-","acept","not furnished","R$0","R$7,000","R$1,400","R$106","R$8,506"
"5942",5941,1,600,4,5,6,"-","acept","not furnished","R$0","R$6,000","R$3,000","R$51","R$9,051"
"5943",5942,0,171,4,2,2,"13","acept","not furnished","R$1,125","R$2,000","R$275","R$26","R$3,426"
"5944",5943,0,55,1,1,1,"2","acept","not furnished","R$363","R$706","R$45","R$9","R$1,123"
"5945",5944,1,230,5,3,0,"-","acept","not furnished","R$0","R$7,200","R$343","R$109","R$7,652"
"5946",5945,1,120,1,2,2,"4","acept","not furnished","R$3,100","R$4,960","R$750","R$63","R$8,873"
"5947",5946,1,49,2,1,1,"16","acept","not furnished","R$350","R$1,540","R$0","R$20","R$1,910"
"5948",5947,1,40,1,1,0,"-","not acept","not furnished","R$0","R$850","R$59","R$13","R$922"
"5949",5948,1,20,1,1,0,"-","acept","furnished","R$0","R$2,060","R$0","R$27","R$2,087"
"5950",5949,0,55,1,1,1,"10","acept","not furnished","R$400","R$834","R$35","R$11","R$1,280"
"5951",5950,0,60,1,1,1,"-","acept","not furnished","R$0","R$1,300","R$30","R$20","R$1,350"
"5952",5951,1,100,2,2,1,"-","acept","not furnished","R$0","R$2,800","R$125","R$43","R$2,968"
"5953",5952,1,87,3,2,2,"17","acept","not furnished","R$1,308","R$2,350","R$321","R$30","R$4,009"
"5954",5953,0,137,3,4,2,"2","acept","not furnished","R$1,176","R$3,800","R$257","R$49","R$5,282"
"5955",5954,1,240,3,2,1,"-","acept","not furnished","R$0","R$15,000","R$667","R$226","R$15,890"
"5956",5955,1,90,3,4,2,"9","acept","furnished","R$1,200","R$5,500","R$266","R$70","R$7,036"
"5957",5956,1,49,1,2,1,"15","acept","furnished","R$400","R$3,818","Incluso","R$27","R$4,447"
"5958",5957,1,48,1,1,1,"12","acept","not furnished","R$485","R$1,500","R$103","R$20","R$2,108"
"5959",5958,1,35,1,1,0,"-","acept","not furnished","R$0","R$1,100","R$30","R$14","R$1,144"
"5960",5959,1,96,2,2,2,"23","not acept","furnished","R$800","R$4,000","R$273","R$51","R$5,124"
"5961",5960,0,197,3,4,4,"8","acept","not furnished","R$1,700","R$9,000","R$500","R$115","R$11,320"
"5962",5961,1,40,1,1,1,"10","acept","not furnished","R$827","R$1,658","R$0","R$22","R$2,507"
"5963",5962,1,70,1,2,1,"16","acept","not furnished","R$1,344","R$3,800","R$125","R$49","R$5,318"
"5964",5963,1,140,2,3,4,"10","acept","furnished","R$2,300","R$6,410","R$417","R$82","R$9,209"
"5965",5964,1,248,3,4,4,"-","acept","not furnished","R$0","R$9,000","R$1,531","R$136","R$10,670"
"5966",5965,1,48,1,1,1,"9","acept","furnished","R$930","R$1,980","R$182","R$26","R$3,118"
"5967",5966,1,25,1,1,0,"-","not acept","not furnished","Sem info","R$1,100","R$25","R$17","R$1,142"
"5968",5967,1,192,3,3,2,"-","acept","not furnished","R$0","R$2,750","R$0","R$42","R$2,792"
"5969",5968,1,210,3,4,3,"5","acept","furnished","R$4,100","R$9,945","R$1,000","R$127","R$15,170"
"5970",5969,1,20,1,1,0,"5","acept","furnished","R$602","R$1,800","R$130","R$23","R$2,555"
"5971",5970,1,106,3,2,2,"1","acept","not furnished","R$1,100","R$3,000","R$68","R$39","R$4,207"
"5972",5971,1,57,1,1,1,"5","acept","not furnished","R$769","R$4,800","R$194","R$61","R$5,824"
"5973",5972,1,197,3,4,3,"16","acept","furnished","R$2,400","R$6,502","R$1,167","R$83","R$10,150"
"5974",5973,1,58,1,1,1,"13","acept","furnished","R$750","R$4,700","R$200","R$60","R$5,710"
"5975",5974,1,80,2,1,0,"1","acept","not furnished","R$0","R$1,572","R$130","R$20","R$1,722"
"5976",5975,1,100,2,1,1,"1","acept","not furnished","R$868","R$2,700","R$140","R$35","R$3,743"
"5977",5976,1,250,5,4,5,"6","acept","not furnished","R$2,300","R$2,800","R$800","R$36","R$5,936"
"5978",5977,1,100,4,5,2,"7","acept","not furnished","R$2,400","R$8,500","R$500","R$108","R$11,510"
"5979",5978,1,76,1,2,1,"2","not acept","not furnished","R$750","R$5,100","R$0","R$65","R$5,915"
"5980",5979,1,300,3,5,3,"9","acept","furnished","R$4,000","R$5,780","R$1,250","R$74","R$11,100"
"5981",5980,1,139,3,4,2,"12","not acept","furnished","R$1,350","R$11,000","R$500","R$140","R$12,990"
"5982",5981,1,240,3,3,3,"8","acept","not furnished","R$2,999","R$10,500","R$417","R$134","R$14,050"
"5983",5982,1,200,1,2,0,"-","acept","not furnished","R$0","R$1,800","R$184","R$28","R$2,012"
"5984",5983,0,162,3,1,2,"6","acept","furnished","R$1,330","R$5,300","R$181","R$68","R$6,879"
"5985",5984,1,25,1,1,1,"25","acept","not furnished","R$331","R$2,100","R$64","R$27","R$2,522"
"5986",5985,1,85,3,2,2,"12","acept","not furnished","R$900","R$3,300","R$116","R$42","R$4,358"
"5987",5986,1,50,2,1,1,"3","acept","not furnished","R$700","R$4,500","R$125","R$58","R$5,383"
"5988",5987,1,137,3,4,0,"1","acept","not furnished","R$2,150","R$2,800","R$418","R$36","R$5,404"
"5989",5988,1,170,3,3,2,"8","acept","not furnished","R$1,800","R$7,000","R$559","R$89","R$9,448"
"5990",5989,1,25,1,1,0,"14","acept","not furnished","R$304","R$2,200","R$60","R$28","R$2,592"
"5991",5990,1,59,2,2,0,"10","acept","furnished","R$380","R$3,900","R$143","R$50","R$4,473"
